2026-06-02 11:15:33,new_output_model,deny,,0.69425,0.85,8.02,8190,104.051,61.776,39.33
2026-06-02 11:15:36,new_output_model,deny,,0.71346,0.85,7.98,651,136.96,82.429,50.626
2026-06-02 11:15:39,new_output_model,ok,tra,0.87142,0.85,8.02,606,107.192,60.227,44.166
2026-06-02 11:15:42,new_output_model,ok,tra,0.87739,0.85,7.98,606,136.754,84.232,48.986
2026-06-02 11:15:45,new_output_model,ok,tra,0.89509,0.85,8.01,606,104.11,60.222,40.732
2026-06-02 11:15:48,new_output_model,deny,,0.82635,0.85,7.99,661,126.301,77.794,45.616
2026-06-02 11:15:51,new_output_model,ok,tra,0.87351,0.85,8.01,661,103.575,59.466,40.959
2026-06-02 11:15:54,new_output_model,deny,,0.83367,0.85,8.0,661,125.655,82.679,39.641
2026-06-02 11:15:57,new_output_model,deny,,0.78467,0.85,8.01,661,103.223,59.557,40.882
2026-06-02 11:16:00,new_output_model,deny,,0.76548,0.85,7.99,798,139.553,89.964,45.794
2026-06-02 11:16:03,new_output_model,deny,,0.81177,0.85,8.01,798,103.185,58.513,41.819
2026-06-02 11:16:06,new_output_model,deny,,0.80036,0.85,8.0,8190,134.939,90.121,41.245
2026-06-02 11:16:09,new_output_model,deny,,0.79967,0.85,8.01,8190,101.46,58.748,39.49
2026-06-02 11:16:12,new_output_model,deny,,0.79303,0.85,7.98,425,127.621,81.447,42.906
2026-06-02 11:16:15,new_output_model,deny,,0.72763,0.85,8.0,426,118.174,69.539,44.169
2026-06-02 11:16:18,new_output_model,deny,,0.75152,0.85,8.0,398,128.85,79.89,45.69
2026-06-02 11:16:21,new_output_model,ok,tra,0.88328,0.85,8.01,398,109.067,65.757,40.131
2026-06-02 11:16:24,new_output_model,deny,,0.81189,0.85,7.99,398,129.412,76.804,49.411
2026-06-02 11:16:27,new_output_model,deny,,0.81131,0.85,8.0,488,126.475,73.698,48.168
2026-06-02 11:16:30,new_output_model,ok,tra,0.90611,0.85,7.99,488,127.616,75.363,49.058
2026-06-02 11:16:33,new_output_model,ok,tra,0.89242,0.85,8.02,488,127.832,76.717,47.405
2026-06-02 11:16:37,new_output_model,ok,tra,0.8741,0.85,8.02,489,128.975,83.101,43.206
2026-06-02 11:16:40,new_output_model,deny,,0.76776,0.85,8.0,489,105.605,61.652,40.502
2026-06-02 11:16:43,new_output_model,ok,tra,0.88917,0.85,8.0,609,122.236,77.708,41.785
2026-06-02 11:16:46,new_output_model,ok,tra,0.86556,0.85,8.0,591,118.628,73.34,40.669
2026-06-02 11:16:49,new_output_model,ok,tra,0.87043,0.85,7.98,591,126.342,82.399,41.21
2026-06-02 11:16:52,new_output_model,deny,,0.83174,0.85,8.02,8191,121.179,74.72,42.442
2026-06-02 11:16:55,new_output_model,deny,,0.79003,0.85,7.99,753,128.776,79.173,46.172
2026-06-02 11:16:58,new_output_model,deny,,0.78886,0.85,8.02,753,104.358,62.549,38.915
2026-06-02 11:17:01,new_output_model,ok,tra,0.86785,0.85,7.98,727,144.964,100.141,41.699
2026-06-02 11:17:04,new_output_model,deny,,0.73327,0.85,8.0,727,100.887,59.388,38.946
2026-06-02 11:17:07,new_output_model,deny,,0.75588,0.85,8.0,727,151.043,105.98,41.061
2026-06-02 11:17:10,new_output_model,deny,,0.76909,0.85,8.0,727,109.254,59.098,47.571
2026-06-02 11:17:13,new_output_model,deny,,0.80234,0.85,8.0,8191,147.465,99.049,44.704
2026-06-02 11:17:17,new_output_model,ok,tra,0.86968,0.85,8.0,8191,105.825,62.446,40.202
2026-06-02 11:17:20,new_output_model,deny,,0.79115,0.85,8.0,8191,121.448,78.154,40.695
2026-06-02 11:17:23,new_output_model,ok,tra,0.88152,0.85,8.0,8191,118.032,68.481,46.228
2026-06-02 11:17:26,new_output_model,deny,,0.51322,0.85,7.98,8191,131.07,85.978,42.104
2026-06-02 11:17:29,new_output_model,ok,tra,0.85967,0.85,8.02,8191,115.855,71.797,40.89
2026-06-02 11:17:32,new_output_model,ok,tra,0.89759,0.85,7.99,519,124.206,79.633,41.133
2026-06-02 11:17:35,new_output_model,ok,tra,0.88366,0.85,8.01,519,125.364,75.19,46.931
